site,regime_ref,T_amb,HR,LF,P_mesuree,P_ref,delta_P,T_norm,I_ineff_ref,cluster_fcm,u_0,u_1,u_2,cluster_gmm
Site_1,0,17.92,39.55,0.9785,46.07,50.0,-0.0786,0.0,0.0043,0,0.8916691459226483,0.08051339956584964,0.02781745451150205,0
Site_1,2,42.09,25.0,0.4806,75.05,50.0,0.5011,0.7363,0.5871,2,0.0019875597027235775,0.007299540098803949,0.9907129001984726,2
Site_1,0,23.17,37.27,0.8863,48.1,50.0,-0.0381,0.1056,0.0597,0,0.9945818970866481,0.004263010424996275,0.0011550924883556633,0
Site_1,2,41.27,59.51,0.5721,81.38,50.0,0.6276,0.7091,0.6162,2,0.028133311716640776,0.0996521723980116,0.8722145158853477,2
Site_1,2,40.22,26.6,0.4508,70.52,50.0,0.4103,0.674,0.5304,2,0.017862461528673854,0.06855544773754378,0.9135820907337824,2
Site_1,0,24.18,47.8,0.9768,43.94,50.0,-0.1213,0.1394,0.0534,0,0.9059335532907855,0.07133742150838557,0.022729025200828902,0
Site_1,1,38.28,71.87,0.8345,50.75,50.0,0.015,0.6094,0.2531,1,0.28803634238190423,0.598626030093926,0.1133376275241698,1
Site_1,0,19.77,53.63,0.75,45.58,50.0,-0.0885,0.0,0.05,0,0.8040461417218703,0.14832280008830379,0.04763105818982598,0
Site_1,0,21.88,60.05,0.8667,49.96,50.0,-0.0007,0.0627,0.0486,0,0.969250651289292,0.02415369210509701,0.0065956566056110015,0
Site_1,0,18.09,64.18,0.9908,46.54,50.0,-0.0692,0.0,0.0018,0,0.8821357920018746,0.08742788969748184,0.030436318300643524,0
Site_1,0,24.97,53.66,0.8678,46.1,50.0,-0.078,0.1658,0.0845,0,0.9823435237286331,0.014033482591566775,0.0036229936798002674,0
Site_1,0,23.26,51.6,0.9597,50.22,50.0,0.0045,0.1086,0.0481,0,0.9343983165996379,0.0508593647210619,0.014742318679300115,0
Site_1,2,42.23,65.0,0.4752,77.42,50.0,0.5485,0.741,0.6111,2,0.006242289390474262,0.02142903947348063,0.972328671136045,2
Site_1,0,19.43,57.57,0.9008,52.91,50.0,0.0582,0.0,0.046,0,0.897561876382977,0.07872935469563377,0.023708768921389182,0
Site_1,0,16.97,61.51,0.916,45.23,50.0,-0.0954,0.0,0.0168,0,0.9254759331319057,0.056000532423007246,0.01852353444508716,0
Site_1,1,29.71,59.89,0.5771,57.44,50.0,0.1488,0.3238,0.2648,1,0.17244249646232748,0.6648885067905792,0.1626689967470933,1
Site_1,0,28.72,53.33,0.8849,44.29,50.0,-0.1142,0.2906,0.1247,0,0.8656044593025528,0.10750522578441907,0.02689031491302804,0
Site_1,1,34.0,67.08,0.79,60.55,50.0,0.2111,0.4667,0.3004,1,0.06387160763426299,0.9011324734287206,0.03499591893701639,1
Site_1,0,25.23,45.96,0.9131,51.94,50.0,0.0389,0.1743,0.0959,0,0.9473910252614325,0.04247361292130866,0.010135361817258876,0
Site_1,0,30.26,56.56,0.8408,44.64,50.0,-0.1071,0.342,0.1515,0,0.7588260770215026,0.19689850339581594,0.044275419582681524,0
Site_1,0,31.33,55.06,0.9303,52.65,50.0,0.053,0.3775,0.1699,0,0.6558420195398285,0.2866428293403864,0.05751515111978511,0
Site_1,1,40.39,50.03,0.7369,50.0,50.0,0.0,0.6798,0.2906,1,0.1999652772652888,0.6464783049533556,0.1535564177813557,1
Site_1,1,41.83,66.16,0.6816,62.0,50.0,0.24,0.7278,0.4264,1,0.07808166561282062,0.6526096552968179,0.2693086790903613,1
Site_1,1,34.03,67.26,0.6834,58.67,50.0,0.1734,0.4675,0.305,1,0.02214509098660656,0.9570633520466462,0.020791556966747254,1
Site_1,2,43.1,25.0,0.5349,71.81,50.0,0.4361,0.7701,0.5588,2,0.006527875664052758,0.028317917884185504,0.9651542064517616,2
Site_1,2,47.73,44.02,0.5944,65.46,50.0,0.3092,0.9245,0.5438,2,0.06677212117946832,0.2658175115282179,0.6674103672923137,2
Site_1,2,42.04,46.46,0.4703,70.31,50.0,0.4063,0.7346,0.5459,2,0.011373703124577387,0.044638171895920564,0.9439881249795021,2
Site_1,1,30.24,72.01,0.6081,58.35,50.0,0.1671,0.3413,0.273,1,0.13843006975576466,0.7372378794526099,0.1243320507916255,1
Site_1,0,23.05,64.03,0.8765,50.06,50.0,0.0013,0.1018,0.0609,0,0.9873711169908069,0.010030204034499985,0.002598678974693147,0
Site_1,1,33.94,68.18,0.7149,59.04,50.0,0.1808,0.4647,0.301,1,0.010704573319632458,0.9810554933719056,0.008239933308461914,1
Site_1,2,44.34,49.44,0.3657,81.09,50.0,0.6218,0.8113,0.6906,2,0.041401178039361004,0.11035728119534885,0.8482415407652901,2
Site_1,1,34.78,77.07,0.6769,66.77,50.0,0.3354,0.4926,0.388,1,0.04309863915473725,0.8475519200047605,0.10934944084050216,1
Site_1,1,36.54,51.95,0.6726,62.13,50.0,0.2425,0.5514,0.3676,1,0.025455904179435208,0.9212824143560574,0.05326168146450748,1
Site_1,2,42.85,27.24,0.7098,69.98,50.0,0.3996,0.7617,0.5045,2,0.07705428249868648,0.44983199297118687,0.47311372453012657,2
Site_1,0,31.02,45.61,0.9118,54.78,50.0,0.0956,0.3674,0.1892,0,0.597356727934683,0.3423004307167509,0.0603428413485661,0
Site_1,1,30.71,61.25,0.55,56.68,50.0,0.1336,0.357,0.2751,1,0.16850271763358454,0.6350538592464883,0.1964434231199271,1
Site_1,0,27.25,58.64,0.8935,41.9,50.0,-0.1621,0.2418,0.1059,0,0.8850136164685682,0.08962043290487393,0.025365950626557894,0
Site_1,0,27.82,51.74,0.9322,38.3,50.0,-0.2339,0.2605,0.1047,0,0.8146414376404674,0.1400057600257893,0.04535280233374319,0
Site_1,1,33.21,69.55,0.7879,53.4,50.0,0.0681,0.4404,0.2272,1,0.25436795178572974,0.684069755152583,0.0615622930616872,1
Site_1,2,36.99,46.41,0.421,79.87,50.0,0.5975,0.5665,0.5829,2,0.042203809350025386,0.12623259887772834,0.8315635917722464,2
Site_1,2,42.55,32.12,0.5076,68.19,50.0,0.3638,0.7518,0.5253,2,0.01965157302099621,0.08693106795757362,0.8934173590214302,2
Site_1,2,39.37,40.88,0.5931,75.92,50.0,0.5183,0.6455,0.5406,2,0.02649787188909485,0.12644345070022328,0.8470586774106819,2
Site_1,1,38.82,61.44,0.7007,67.59,50.0,0.3518,0.6272,0.4377,1,0.06048213920202001,0.700640296114242,0.23887756468373808,1
Site_1,2,47.86,45.52,0.5218,76.18,50.0,0.5236,0.9287,0.6563,2,0.026648658130618785,0.08662351557589454,0.8867278262934866,2
Site_1,1,30.53,63.59,0.8458,65.28,50.0,0.3056,0.351,0.2912,1,0.2340821760603686,0.6698155913094623,0.09610223263016898,1
Site_1,1,36.46,67.15,0.6995,51.45,50.0,0.0291,0.5488,0.2652,1,0.15940958197141195,0.7398219796283393,0.10076843840024875,1
Site_1,2,39.05,49.24,0.72,77.29,50.0,0.5458,0.6351,0.5239,2,0.08718586890075913,0.40422216263139615,0.5085919684678447,2
Site_1,1,26.0,66.96,0.7173,60.03,50.0,0.2006,0.2,0.2168,1,0.3240246666653071,0.5846401078651579,0.09133522546953506,1
Site_1,0,32.58,42.22,0.8654,49.72,50.0,-0.0057,0.4192,0.1736,0,0.581294916916159,0.35646487509886765,0.06224020798497334,0
Site_1,0,28.01,44.18,0.9881,49.07,50.0,-0.0185,0.2671,0.0959,0,0.8391007666586626,0.12637663646403816,0.034522596877299104,0
Site_1,0,21.82,65.16,0.9517,53.88,50.0,0.0777,0.0607,0.0659,0,0.8836013481026528,0.08993601476659101,0.026462637130756063,0
Site_1,0,21.6,44.65,0.8709,46.6,50.0,-0.0679,0.0534,0.0445,0,0.9672604665213489,0.025289088924714775,0.007450444553936291,0
Site_1,0,20.91,49.96,1.0,48.27,50.0,-0.0346,0.0303,0.0106,0,0.882840834934933,0.0875994027396049,0.029559762325461984,0
Site_1,1,29.12,58.67,0.6918,63.22,50.0,0.2643,0.3039,0.2869,1,0.11848177423100073,0.7993048047100189,0.08221342105898051,1
Site_1,0,21.99,61.15,0.8186,46.25,50.0,-0.075,0.0662,0.0594,0,0.9342071796355308,0.05122495388633718,0.014567866478132064,0
Site_1,0,23.15,52.24,0.7866,48.72,50.0,-0.0256,0.1049,0.0794,0,0.8898585948582494,0.08812678237826331,0.022014622763487243,0
Site_1,0,23.89,68.0,0.8919,43.1,50.0,-0.1379,0.1298,0.0671,0,0.9487705431218724,0.03948136678855126,0.01174809008957639,0
Site_1,0,27.29,52.88,0.8023,54.05,50.0,0.0811,0.2429,0.161,0,0.6749023446148285,0.2827248130821186,0.04237284230305295,0
Site_1,0,26.06,51.81,0.8168,44.79,50.0,-0.1043,0.2018,0.1073,0,0.9031062632486321,0.07765350288684586,0.01924023386452202,0
Site_1,0,17.19,56.73,0.8567,49.28,50.0,-0.0145,0.0,0.0287,0,0.9286953011640452,0.05480240722059157,0.016502291615363148,0
Site_1,1,38.69,48.94,0.6692,63.33,50.0,0.2667,0.6231,0.4042,1,0.048936967259668895,0.7914160597906217,0.1596469729497095,1
Site_1,0,20.07,53.37,0.8348,55.49,50.0,0.1099,0.0025,0.0833,0,0.8142836555705074,0.14481536763436703,0.040900976795125464,0
Site_1,2,36.95,32.3,0.3429,76.13,50.0,0.5227,0.5651,0.5644,2,0.05888071101857263,0.16159186586174135,0.779527423119686,2
Site_1,1,32.43,70.81,0.7026,64.01,50.0,0.2802,0.4144,0.3306,1,0.02963194616138226,0.9372827902764228,0.03308526356219494,1
Site_1,2,42.56,49.91,0.4376,65.67,50.0,0.3134,0.7519,0.5166,2,0.04166508129778076,0.1517477895775059,0.8065871291247133,2
Site_1,2,41.55,36.88,0.5041,66.0,50.0,0.3201,0.7184,0.4947,2,0.034773080188516894,0.16200948734228957,0.8032174324691936,2
Site_1,1,39.58,73.89,0.631,62.26,50.0,0.2452,0.6528,0.4126,1,0.06281306298649407,0.6684170779303129,0.26876985908319306,1
Site_1,0,26.35,59.86,0.8665,49.69,50.0,-0.0061,0.2118,0.1008,0,0.9615716079342622,0.031594316222677804,0.0068340758430599025,0
Site_1,1,30.05,66.2,0.6519,67.14,50.0,0.3429,0.335,0.3412,1,0.10443238216110992,0.7394163934244957,0.15615122441439436,1
Site_1,0,28.63,46.18,0.8826,52.87,50.0,0.0574,0.2877,0.15,0,0.7902657688312584,0.17767621857691962,0.032058012591821984,0
Site_1,0,20.36,65.41,0.8456,45.56,50.0,-0.0888,0.0121,0.0351,0,0.9270443780563573,0.055591751788381404,0.01736387015526129,0
Site_1,2,47.92,57.59,0.5208,61.61,50.0,0.2322,0.9306,0.526,2,0.07806244222381123,0.2715877459629496,0.6503498118132391,2
Site_1,1,33.0,65.2,0.7203,55.35,50.0,0.107,0.4333,0.2558,1,0.09693497363552273,0.8597545760973097,0.043310450267167656,1
Site_1,0,21.14,59.49,0.8762,45.06,50.0,-0.0988,0.038,0.0381,0,0.9491492011285351,0.03881673077256088,0.012034068098903951,0
Site_1,1,28.76,66.52,0.8385,69.16,50.0,0.3832,0.2922,0.307,1,0.2575171498435707,0.6081268601926171,0.1343559899638122,1
Site_1,1,32.52,66.7,0.6572,61.39,50.0,0.2277,0.4174,0.3171,1,0.03946510627725393,0.9133673751461608,0.047167518576585306,1
Site_1,0,26.68,57.19,0.7909,44.99,50.0,-0.1002,0.2226,0.1197,0,0.8410437373933206,0.12847719620319406,0.030479066403485282,0
Site_1,0,19.33,43.94,0.851,49.58,50.0,-0.0084,0.0,0.0298,0,0.9239188381675869,0.058564836357059,0.01751632547535405,0
Site_1,1,32.93,76.22,0.71,63.04,50.0,0.2609,0.4309,0.3262,1,0.015442900819240874,0.9686032748242359,0.015953824356523087,1
Site_1,0,24.44,50.01,0.7886,47.16,50.0,-0.0567,0.1481,0.0941,0,0.8921147472826451,0.08680869510813141,0.02107655760922344,0
Site_1,0,16.32,54.32,0.959,47.45,50.0,-0.0511,0.0,0.0082,0,0.9087946932877857,0.06836672506071251,0.022838581651501648,0
Site_1,0,25.19,55.02,0.9628,50.37,50.0,0.0074,0.1729,0.0713,0,0.9209486449841532,0.06213769024361337,0.01691366477223345,0
Site_1,0,21.28,58.96,0.9096,44.73,50.0,-0.1055,0.0427,0.033,0,0.9451005553245995,0.041663037884034804,0.013236406791365873,0
Site_1,1,27.27,45.2,0.7425,68.89,50.0,0.3778,0.2422,0.3063,1,0.2075178107902004,0.6462100817923097,0.14627210741748997,1
Site_1,1,34.0,53.7,0.7393,66.21,50.0,0.3242,0.4667,0.3614,1,0.042050493850377305,0.9016669261766969,0.05628257997292577,1
Site_1,1,26.0,69.01,0.7666,58.68,50.0,0.1737,0.2,0.1948,1,0.45451947093695544,0.47413636187425107,0.07134416718879347,1
Site_1,1,34.59,64.22,0.7638,63.42,50.0,0.2684,0.4862,0.3382,1,0.03009366850161092,0.9416642599745326,0.028242071523856473,1
Site_1,1,38.5,67.85,0.7212,62.67,50.0,0.2534,0.6168,0.3857,1,0.04396058377641833,0.869018614538289,0.08702080168529278,1
Site_1,0,19.08,45.15,0.9428,53.05,50.0,0.061,0.0,0.0389,0,0.8807197409854653,0.0907115766422413,0.028568682372293326,0
Site_1,1,37.27,55.79,0.7441,56.52,50.0,0.1303,0.5757,0.3113,1,0.07249369999743746,0.8686986052443997,0.058807694758162894,1
Site_1,0,20.29,53.69,0.75,46.83,50.0,-0.0633,0.0097,0.0534,0,0.8059969571189066,0.14815590466421538,0.045847138216877914,0
Site_1,2,36.94,37.43,0.5189,85.34,50.0,0.7069,0.5646,0.6119,2,0.05747769950373951,0.17050043630095446,0.7720218641953062,2
Site_1,0,32.37,59.78,0.9048,44.31,50.0,-0.1138,0.4123,0.1633,0,0.6973378388946961,0.24204479349368832,0.06061736761161559,0
Site_1,2,39.16,44.52,0.5533,78.26,50.0,0.5653,0.6388,0.5673,2,0.019801053961056247,0.07927043413180927,0.9009285119071345,2
Site_1,0,31.06,59.39,0.9757,48.08,50.0,-0.0383,0.3687,0.1339,0,0.7403777865900798,0.20586944590750453,0.053752767502415776,0
Site_1,1,41.6,60.42,0.7656,58.26,50.0,0.1652,0.7202,0.3733,1,0.11760146278441973,0.7207634993357841,0.16163503787979616,1
Site_1,0,26.85,53.62,0.8785,54.56,50.0,0.0912,0.2282,0.1452,0,0.823809993248703,0.14810340324241106,0.02808660350888604,0
Site_1,1,43.0,60.35,0.7912,53.26,50.0,0.0653,0.7667,0.3395,1,0.19076211535955817,0.6251499696861267,0.1840879149543151,1
Site_1,0,18.35,47.39,0.8916,44.46,50.0,-0.1108,0.0,0.0217,0,0.92437512779363,0.05688606819912989,0.018738804007240116,0
Site_1,0,26.5,51.4,0.9378,51.99,50.0,0.0399,0.2165,0.1062,0,0.9001703318539508,0.0805546481990069,0.01927501994704231,0
Site_1,0,27.6,53.49,0.8788,47.25,50.0,-0.055,0.2533,0.1129,0,0.928740566131829,0.05801145052374559,0.013247983344425347,0
Site_1,0,24.52,51.54,0.9312,52.59,50.0,0.0519,0.1508,0.0899,0,0.9291286366478889,0.056517961374844945,0.014353401977265987,0
Site_1,0,24.26,43.12,0.8982,41.54,50.0,-0.1692,0.1419,0.07,0,0.9217769395435664,0.05981168150473636,0.01841137895169709,0
Site_1,0,22.43,35.0,0.8199,49.6,50.0,-0.008,0.0811,0.0644,0,0.939781542868235,0.04787864505263408,0.01233981207913108,0
Site_1,1,27.35,64.39,0.6874,70.24,50.0,0.4049,0.245,0.3305,1,0.17759712361131094,0.6294531978571629,0.19294967853152611,1
Site_1,2,50.0,38.86,0.5017,69.74,50.0,0.3948,1.0,0.6273,2,0.04918344329152609,0.15490523996833278,0.7959113167401413,2
Site_1,1,36.06,62.45,0.5972,61.85,50.0,0.237,0.5355,0.3747,1,0.06333794017782383,0.732509259989958,0.20415279983221818,1
Site_1,0,24.45,53.57,0.8908,49.94,50.0,-0.0012,0.1485,0.0738,0,0.9921499348678079,0.006295572741708718,0.0015544923904832692,0
Site_1,0,23.39,54.05,0.8211,44.18,50.0,-0.1164,0.1131,0.0754,0,0.9283134162605917,0.0559116128451074,0.01577497089430093,0
Site_1,1,34.39,74.8,0.7518,73.06,50.0,0.4612,0.4797,0.4251,1,0.10742259490938379,0.6555683019231399,0.23700910316747634,1
Site_1,2,44.74,59.97,0.6058,78.03,50.0,0.5606,0.8247,0.6198,2,0.030360882786020973,0.11350817256090266,0.8561309446530764,2
Site_1,0,18.78,63.06,0.937,48.85,50.0,-0.0229,0.0,0.0126,0,0.9217144601049495,0.05920723340363614,0.01907830649141437,0
Site_1,0,23.11,43.9,0.9029,46.14,50.0,-0.0773,0.1035,0.0557,0,0.980118364703108,0.015433634290452681,0.004448001006439406,0
Site_1,0,25.99,63.27,0.9165,46.96,50.0,-0.0608,0.1997,0.0866,0,0.964439934901466,0.02821963392203024,0.007340431176503834,0
Site_1,2,44.64,45.52,0.4057,67.42,50.0,0.3483,0.8215,0.5631,2,0.04088331755142269,0.1309342835838141,0.8281823988647632,2
Site_1,2,41.16,36.68,0.3369,77.04,50.0,0.5407,0.7054,0.6228,2,0.04440842980188106,0.12111108137174405,0.8344804888263748,2
Site_1,0,25.85,50.53,0.8632,52.32,50.0,0.0464,0.1949,0.1165,0,0.9265102764043333,0.06098973677523249,0.012499986820434319,0
Site_1,2,39.68,51.82,0.442,74.21,50.0,0.4842,0.6561,0.5591,2,0.014494293633358102,0.05123548113647569,0.9342702252301663,2
Site_1,2,37.97,60.94,0.5078,76.33,50.0,0.5266,0.5991,0.5451,2,0.018338017374997528,0.07249809519027721,0.9091638874347251,2
Site_1,0,19.72,50.74,0.8607,49.29,50.0,-0.0141,0.0,0.0279,0,0.9304341916713761,0.05344231124947355,0.016123497079150208,0
Site_1,0,23.95,39.15,0.7931,56.63,50.0,0.1326,0.1315,0.1471,0,0.6923540030893751,0.25631750564234745,0.05132849126827742,0
Site_1,0,23.12,57.11,0.9271,49.23,50.0,-0.0154,0.104,0.051,0,0.9720046575517641,0.021859300169497855,0.006136042278738062,0
Site_1,0,21.63,53.48,0.8402,53.27,50.0,0.0654,0.0545,0.0804,0,0.8960119744786579,0.08258847953581563,0.021399545985526375,0
Site_1,1,43.0,71.66,0.6977,56.27,50.0,0.1254,0.7667,0.3852,1,0.12128106064696162,0.6458262703753604,0.23289266897767796,1
Site_1,0,22.14,52.28,0.8931,50.32,50.0,0.0063,0.0712,0.0492,0,0.9722315899395295,0.021766647571373535,0.006001762489097034,0
Site_1,0,22.8,45.11,0.874,48.55,50.0,-0.0291,0.0932,0.0578,0,0.9908373589451038,0.007217517482788905,0.0019451235721072199,0
Site_1,0,27.66,45.12,0.9702,47.01,50.0,-0.0599,0.2554,0.0953,0,0.8754933068895605,0.09762197519160232,0.026884717918837016,0
Site_1,1,36.86,49.95,0.7961,65.88,50.0,0.3175,0.5621,0.3804,1,0.0806292123587121,0.8162807762877826,0.10309001135350519,1
Site_1,0,24.84,46.83,0.8187,53.21,50.0,0.0641,0.1612,0.1215,0,0.8604684039444012,0.11629062689432985,0.02324096916126899,0
Site_1,2,48.5,65.0,0.505,82.18,50.0,0.6435,0.9498,0.721,2,0.041348134590222616,0.11761591609176872,0.8410359493180087,2
Site_1,0,25.33,52.39,0.9142,46.71,50.0,-0.0658,0.1775,0.0793,0,0.974597121163508,0.020055195791081618,0.0053476830454104365,0
Site_1,0,24.69,63.84,0.9323,45.29,50.0,-0.0942,0.1562,0.0682,0,0.9559330068308062,0.0341958994576672,0.009871093711526521,0
Site_1,1,36.69,79.93,0.845,55.48,50.0,0.1096,0.5564,0.2751,1,0.22296560064659493,0.6881325207938015,0.08890187855960356,1
Site_1,0,19.5,39.87,0.9291,50.97,50.0,0.0194,0.0,0.0229,0,0.9131661301201285,0.06609282997454692,0.020741039905324582,0
Site_1,1,36.55,73.12,0.7039,58.36,50.0,0.1671,0.5517,0.3275,1,0.030171038705822505,0.9356689866952914,0.03415997459888612,1
Site_1,0,34.0,50.85,0.9948,46.92,50.0,-0.0617,0.4667,0.1644,0,0.6257492842239787,0.2910897690431559,0.08316094673286531,0
Site_1,0,26.09,48.45,0.9686,52.1,50.0,0.0419,0.2029,0.0962,0,0.8767451918552089,0.09769241512874376,0.02556239301604727,0
Site_1,1,39.81,47.54,0.7345,59.66,50.0,0.1932,0.6603,0.3712,1,0.07236462474556249,0.8144219481466878,0.11321342710774976,1
Site_1,1,36.49,54.53,0.6328,56.24,50.0,0.1248,0.5495,0.3219,1,0.07965108743242917,0.8051491725179959,0.11519974004957498,1
Site_1,0,18.39,50.25,1.0,48.06,50.0,-0.0388,0.0,0.0,0,0.8732941560253596,0.09407264541935302,0.03263319855528736,0
Site_1,1,31.8,64.03,0.681,61.21,50.0,0.2241,0.3933,0.3023,1,0.03862982409114776,0.9269850412265822,0.03438513468227017,1
Site_1,1,42.3,52.21,0.7528,65.56,50.0,0.3111,0.7432,0.4496,1,0.09428677972787701,0.6337273315077958,0.2719858887643272,1
Site_1,0,24.02,54.97,0.8457,52.95,50.0,0.0591,0.134,0.1043,0,0.9223595581539376,0.06352713671728452,0.014113305128777877,0
Site_1,0,24.73,47.82,0.9036,51.23,50.0,0.0246,0.1578,0.0856,0,0.9706958828090732,0.02357889346826927,0.005725223722657614,0
Site_1,0,17.8,54.71,0.8646,50.89,50.0,0.0178,0.0,0.0351,0,0.9198302779232024,0.06181409756182042,0.018355624514977225,0
Site_1,1,34.62,62.62,0.7036,63.9,50.0,0.278,0.4874,0.3549,1,0.013130409349265829,0.9669560609319651,0.019913529718769214,1
Site_1,0,18.3,62.93,0.838,41.55,50.0,-0.1691,0.0,0.0324,0,0.8780548552555119,0.0909734429240382,0.03097170182044998,0
Site_1,2,43.94,42.81,0.5539,79.98,50.0,0.5995,0.798,0.6383,2,0.019407747634300986,0.06713075606045828,0.9134614963052408,2
Site_1,1,35.79,65.27,0.7052,69.74,50.0,0.3947,0.5264,0.4208,1,0.06522024173796039,0.735529268494139,0.19925048976790055,1
Site_1,0,24.1,47.86,0.9455,50.05,50.0,0.001,0.1366,0.0592,0,0.9517419939754002,0.03785051656674476,0.010407489457855074,0
Site_1,1,37.17,69.94,0.646,57.35,50.0,0.1469,0.5725,0.3373,1,0.0646596812277256,0.8301171744476729,0.10522314432460164,1
Site_1,0,21.9,45.86,0.9374,46.79,50.0,-0.0643,0.0632,0.0347,0,0.9515343185130237,0.03702435676518806,0.011441324721788345,0
Site_1,0,26.24,61.01,0.75,47.19,50.0,-0.0563,0.2081,0.1228,0,0.7519408745852083,0.2032619401579323,0.0447971852568593,0
Site_1,0,24.39,52.66,0.8359,50.84,50.0,0.0168,0.1464,0.0916,0,0.9547403717799128,0.03697357209697249,0.008286056123114609,0
Site_1,1,33.57,50.73,0.6701,56.26,50.0,0.1251,0.4524,0.2806,1,0.06780150043999555,0.8805177992818856,0.05168070027811884,1
Site_1,1,33.78,59.11,0.626,60.53,50.0,0.2106,0.4593,0.3304,1,0.053080831893834515,0.8602573844721789,0.08666178363398658,1
Site_1,0,31.5,44.01,0.9105,43.73,50.0,-0.1254,0.3835,0.1521,0,0.7411840690248971,0.20564179289083515,0.05317413808426778,0
Site_1,2,42.14,63.97,0.4472,69.26,50.0,0.3853,0.7379,0.5422,2,0.019971751974386994,0.07430556878689375,0.9057226792387192,2
Site_1,2,37.03,53.41,0.4214,71.7,50.0,0.4341,0.5677,0.5097,2,0.040805641301999464,0.14225779226281826,0.8169365664351823,2
Site_1,0,21.64,47.0,0.8439,47.68,50.0,-0.0464,0.0548,0.0504,0,0.9590426865695327,0.03191838293875227,0.009038930491715036,0
Site_1,1,31.22,45.38,0.7532,51.91,50.0,0.0382,0.374,0.1975,1,0.3448648750618693,0.5907416930708197,0.06439343186731103,1
Site_1,0,29.07,41.76,0.8387,48.49,50.0,-0.0302,0.3023,0.138,0,0.8081829934490611,0.161299362699509,0.030517643851429934,0
Site_1,1,26.0,67.46,0.6326,63.43,50.0,0.2686,0.2,0.2643,1,0.21974681667629437,0.6215853263870601,0.15866785693664553,1
Site_1,0,24.61,51.57,0.7601,49.21,50.0,-0.0159,0.1538,0.1018,0,0.8045208875144659,0.15968743364290014,0.035791678842634,0
Site_1,0,18.15,45.62,0.8631,45.39,50.0,-0.0921,0.0,0.0274,0,0.9269317360669043,0.055357354375313875,0.01771090955778176,0
Site_1,2,36.62,25.0,0.4387,74.3,50.0,0.4859,0.5539,0.5248,2,0.036263936980377845,0.1262933433379432,0.837442719681679,2
Site_1,2,45.69,34.23,0.5368,60.0,50.0,0.2,0.8563,0.4824,2,0.08374049935486852,0.329889586698596,0.5863699139465356,2
Site_1,0,20.99,53.79,0.9008,55.42,50.0,0.1083,0.0328,0.0801,0,0.861698094967145,0.10772688528460417,0.030575019748250908,0
Site_1,1,35.99,55.9,0.7571,67.36,50.0,0.3472,0.5329,0.3914,1,0.060497249199088075,0.8363509798006366,0.10315177100027545,1
Site_1,0,24.47,68.0,0.8824,46.82,50.0,-0.0636,0.149,0.0757,0,0.9933881031135401,0.005236225917920523,0.0013756709685394284,0
Site_1,1,40.93,65.93,0.7721,56.88,50.0,0.1375,0.6977,0.3517,1,0.12659840005804177,0.7327311306433825,0.1406704692985758,1
Site_1,2,45.17,39.39,0.4374,67.36,50.0,0.3471,0.8391,0.5624,2,0.036033988995082936,0.12198906105226368,0.8419769499526535,2
Site_1,0,27.84,49.1,0.861,50.46,50.0,0.0092,0.2612,0.1234,0,0.8834543796815212,0.09773676116461767,0.018808859153861216,0
Site_1,1,37.7,50.06,0.7043,69.28,50.0,0.3855,0.5902,0.4392,1,0.06397093288472426,0.6886545695433848,0.24737449757189098,1
Site_1,1,34.2,55.79,0.5987,64.56,50.0,0.2912,0.4735,0.377,1,0.06589894426013027,0.7194967636002227,0.214604292139647,1
Site_1,0,19.69,66.02,0.8347,52.66,50.0,0.0532,0.0,0.057,0,0.874943534341635,0.09713194583969204,0.027924519818673044,0
Site_1,1,27.57,52.74,0.6545,62.59,50.0,0.2517,0.2523,0.2707,1,0.1760317957166683,0.7020145286234927,0.12195367565983913,1
Site_1,0,24.74,54.67,0.8777,48.74,50.0,-0.0252,0.158,0.0797,0,0.9979525697188534,0.0016438638172182301,0.00040356646392836215,0
Site_1,2,43.32,43.88,0.5459,80.55,50.0,0.6109,0.7775,0.6378,2,0.01903958080246753,0.06514443122524051,0.9158159879722919,2
Site_1,0,26.5,38.46,0.8591,48.56,50.0,-0.0287,0.2168,0.104,0,0.9594752592423696,0.03321213612339604,0.0073126046342342835,0
